world_rank,university_name,country,continent,teaching,international,research,citations,income,total_score,num_students,student_staff_ratio,international_students,female_male_ratio,female
1,California Institute of Technology,United States of America,North_America,95.6,64.0,97.6,99.8,97.8,95.1,2243.0,6.9,27.0,33 : 67,33.0
2,University of Oxford,United Kingdom,Europe,86.5,94.4,98.9,98.8,73.1,94.2,19919.0,11.6,34.0,46 : 54,46.0
3,Stanford University,United States of America,North_America,92.5,76.3,96.2,99.9,63.3,93.9,15596.0,7.8,22.0,42 : 58,42.0
4,University of Cambridge,United Kingdom,Europe,88.2,91.5,96.7,97.0,55.0,92.8,18812.0,11.8,34.0,46 : 54,46.0
5,Massachusetts Institute of Technology,United States of America,North_America,89.4,84.0,88.6,99.7,95.4,92.0,11074.0,9.0,33.0,37 : 63,37.0
6,Harvard University,United States of America,North_America,83.6,77.2,99.0,99.8,45.2,91.6,20152.0,8.9,25.0,,
7,Princeton University,United States of America,North_America,85.1,78.5,91.9,99.3,52.1,90.1,7929.0,8.4,27.0,45 : 55,45.0
8,Imperial College London,United Kingdom,Europe,83.3,96.0,88.5,96.7,53.7,89.1,15060.0,11.7,51.0,37 : 63,37.0
9,ETH Zurich – Swiss Federal Institute of Technology Zurich,Switzerland,Europe,77.0,97.9,95.0,91.1,80.0,88.3,18178.0,14.7,37.0,31 : 69,31.0
10,University of Chicago,United States of America,North_America,85.7,65.0,88.9,99.2,36.6,87.9,14221.0,6.9,21.0,42 : 58,42.0
11,Johns Hopkins University,United States of America,North_America,77.6,70.0,90.4,98.2,100.0,87.6,15128.0,3.6,23.0,50 : 50,50.0
12,Yale University,United States of America,North_America,86.5,64.3,87.8,97.2,43.3,87.4,11751.0,4.4,20.0,50 : 50,50.0
13,"University of California, Berkeley",United States of America,North_America,80.4,61.9,91.1,99.7,47.9,87.2,36186.0,16.4,15.0,50 : 50,50.0
14,University College London,United Kingdom,Europe,78.1,94.4,91.0,94.2,40.5,87.1,26607.0,10.7,46.0,56 : 44,56.0
15,Columbia University,United States of America,North_America,85.9,73.5,82.2,98.1,,,25055.0,5.9,28.0,,
16,"University of California, Los Angeles",United States of America,North_America,80.8,56.4,88.6,98.5,47.9,85.8,38206.0,10.3,15.0,52 : 48,52.0
17,University of Pennsylvania,United States of America,North_America,82.0,49.5,86.9,98.6,47.9,85.2,20376.0,6.5,20.0,51 : 49,51.0
18,Cornell University,United States of America,North_America,77.9,63.9,86.1,97.2,33.7,84.0,21424.0,10.2,19.0,48 : 52,48.0
19,University of Toronto,Canada,North_America,75.9,77.8,89.3,90.9,49.1,83.9,66198.0,19.5,15.0,,
20,Duke University,United States of America,North_America,76.0,56.5,78.0,99.0,100.0,82.6,15172.0,4.8,17.0,49 : 51,49.0
21,University of Michigan,United States of America,North_America,76.8,53.7,85.2,94.4,56.3,82.4,41786.0,9.0,16.0,48 : 52,48.0
22,Carnegie Mellon University,United States of America,North_America,67.4,57.1,88.8,99.1,57.5,82.3,11885.0,13.1,35.0,39 : 61,39.0
23,London School of Economics and Political Science,United Kingdom,Europe,69.8,93.6,80.6,94.3,32.2,81.2,,,,,
24,University of Edinburgh,United Kingdom,Europe,68.6,89.8,77.2,96.3,36.1,80.3,25774.0,14.1,36.0,58 : 42,58.0
25,Northwestern University,United States of America,North_America,69.8,53.9,78.4,96.5,81.2,79.5,18334.0,13.8,15.0,48 : 52,48.0
26,National University of Singapore,Singapore,Asia,71.7,96.2,84.5,79.4,49.8,79.1,31592.0,15.5,34.0,49 : 51,49.0
27,King’s College London,United Kingdom,Europe,64.5,93.8,75.8,93.8,40.1,78.3,21394.0,11.4,37.0,61 : 39,61.0
28,Karolinska Institute,Sweden,Europe,60.6,73.1,81.1,92.2,75.8,77.5,7774.0,11.5,22.0,70 : 30,70.0
29,LMU Munich,Germany,Europe,70.5,62.8,77.4,85.7,100.0,77.3,35691.0,15.5,13.0,62 : 38,62.0
30,New York University,United States of America,North_America,74.7,49.3,72.3,95.3,30.4,77.1,42056.0,6.8,19.0,55 : 45,55.0
31,École Polytechnique Fédérale de Lausanne,Switzerland,Europe,61.3,98.6,67.5,94.6,65.4,76.0,9666.0,10.5,54.0,27 : 73,27.0
32,University of Washington,United States of America,North_America,67.1,51.2,70.0,98.6,43.1,75.6,44020.0,11.8,13.0,53 : 47,53.0
33,University of Melbourne,Australia,Oceania,62.0,87.1,75.5,86.6,64.6,75.4,40128.0,23.7,35.0,55 : 45,55.0
34,University of British Columbia,Canada,North_America,60.2,90.5,73.2,91.5,42.6,75.3,50152.0,17.6,25.0,54 : 46,54.0
35,KU Leuven,Belgium,Europe,59.9,68.6,76.9,87.3,100.0,74.9,42503.0,41.9,18.0,54 : 46,54.0
36,University of Illinois at Urbana-Champaign,United States of America,North_America,64.5,45.8,81.2,86.8,52.8,74.5,42727.0,18.7,20.0,47 : 53,47.0
37,Heidelberg University,Germany,Europe,68.8,62.8,69.6,88.2,68.2,74.4,28881.0,24.5,17.0,55 : 45,55.0
38,McGill University,Canada,North_America,66.1,85.5,72.1,78.9,40.3,72.5,31326.0,13.7,23.0,56 : 44,56.0
=39,"University of California, San Diego",United States of America,North_America,56.9,42.9,69.8,98.7,56.7,72.3,27233.0,6.5,11.0,48 : 52,48.0
=39,"University of California, Santa Barbara",United States of America,North_America,52.6,61.5,66.0,99.2,90.4,72.2,22020.0,27.3,11.0,52 : 48,52.0
41,Georgia Institute of Technology,United States of America,North_America,57.8,71.5,72.7,86.0,73.7,72.2,19967.0,20.1,26.0,31 : 69,31.0
42,Peking University,China,Asia,77.8,49.2,72.4,69.1,100.0,72.0,40148.0,8.3,14.0,,
43,University of Tokyo,Japan,Asia,81.4,30.3,83.0,60.9,50.8,71.1,26199.0,5.7,10.0,,
=44,"University of California, Davis",United States of America,North_America,60.1,58.4,72.7,84.3,57.3,70.9,35364.0,13.9,13.0,54 : 46,54.0
=44,University of Hong Kong,Hong Kong,Asia,64.6,99.5,72.8,70.1,53.7,71.1,19835.0,17.6,38.0,53 : 47,53.0
46,University of Texas at Austin,United States of America,North_America,59.3,31.7,69.7,92.2,63.1,70.3,49427.0,17.4,9.0,51 : 49,51.0
=47,Tsinghua University,China,Asia,73.3,39.5,83.0,58.8,100.0,70.0,39763.0,13.7,10.0,32 : 68,32.0
=47,Wageningen University and Research Center,Netherlands,Europe,52.6,70.3,66.9,87.8,100.0,70.0,9248.0,17.0,21.0,56 : 44,56.0
49,Humboldt University of Berlin,Germany,Europe,63.7,62.6,77.0,73.6,36.1,69.9,29987.0,52.5,16.0,,
50,University of Wisconsin-Madison,United States of America,North_America,65.1,33.0,68.2,86.6,48.5,69.7,39655.0,10.8,11.0,51 : 49,51.0
51,Brown University,United States of America,North_America,62.8,57.8,55.7,96.4,31.4,69.6,8653.0,10.1,19.0,,
52,Australian National University,Australia,Oceania,54.7,93.3,77.3,72.3,48.0,69.5,14604.0,19.2,35.0,52 : 48,52.0
53,Technical University of Munich,Germany,Europe,61.0,63.8,66.0,80.1,99.2,69.4,35565.0,31.5,20.0,33 : 67,33.0
54,École Normale Supérieure,France,Europe,70.6,85.5,47.7,87.1,37.1,69.0,2400.0,7.9,20.0,46 : 54,46.0
55,Nanyang Technological University,Singapore,Asia,48.4,94.6,61.3,85.6,99.9,68.2,25028.0,16.2,33.0,48 : 52,48.0
=56,University of Manchester,United Kingdom,Europe,58.4,87.0,66.0,77.3,42.0,68.1,34938.0,15.3,34.0,52 : 48,52.0
=56,University of Sydney,Australia,Oceania,54.3,84.4,68.1,77.5,72.4,68.1,41868.0,20.2,28.0,57 : 43,57.0
58,University of Amsterdam,Netherlands,Europe,52.2,66.5,64.7,87.4,62.8,67.8,24570.0,14.4,11.0,53 : 47,53.0
59,Hong Kong University of Science and Technology,Hong Kong,Asia,49.4,80.5,66.1,82.6,68.1,67.2,11385.0,23.8,36.0,,
=60,The University of Queensland,Australia,Oceania,49.2,89.3,62.8,82.4,76.7,66.9,34718.0,32.7,27.0,53 : 47,53.0
=60,Washington University in St Louis,United States of America,North_America,54.3,44.9,55.6,99.2,33.5,66.9,12528.0,5.7,17.0,,
62,Utrecht University,Netherlands,Europe,48.1,55.8,64.3,88.1,89.1,66.6,30779.0,15.4,7.0,59 : 41,59.0
63,University of North Carolina at Chapel Hill,United States of America,North_America,58.0,39.0,54.5,95.9,39.4,66.4,26518.0,7.3,8.0,58 : 42,58.0
64,Boston University,United States of America,North_America,57.8,51.0,49.5,97.7,30.3,66.1,24789.0,8.6,17.0,58 : 42,58.0
=65,Delft University of Technology,Netherlands,Europe,55.0,84.0,73.8,61.5,100.0,65.9,15920.0,19.4,25.0,26 : 74,26.0
=65,University of Minnesota,United States of America,North_America,53.5,35.3,61.0,88.0,98.5,65.9,46825.0,18.0,13.0,52 : 48,52.0
67,Leiden University,Netherlands,Europe,50.5,64.3,63.1,85.2,49.8,65.7,21222.0,17.1,10.0,59 : 41,59.0
68,University of Southern California,United States of America,North_America,49.3,56.3,58.9,93.0,38.0,65.5,36534.0,12.9,20.0,52 : 48,52.0
69,University of Bristol,United Kingdom,Europe,47.6,82.4,51.6,91.2,40.0,64.3,17906.0,14.0,25.0,53 : 47,53.0
70,Durham University,United Kingdom,Europe,47.9,86.4,51.9,87.7,34.4,63.6,15489.0,15.7,24.0,54 : 46,54.0
71,Erasmus University Rotterdam,Netherlands,Europe,37.2,76.1,55.2,95.6,54.6,63.5,20580.0,18.9,18.0,48 : 52,48.0
72,Free University of Berlin,Germany,Europe,57.9,69.2,72.2,60.2,35.1,63.2,33062.0,39.3,20.0,58 : 42,58.0
73,Monash University,Australia,Oceania,48.1,87.6,58.5,73.3,79.7,62.5,50882.0,40.5,36.0,56 : 44,56.0
74,University of Groningen,Netherlands,Europe,43.3,63.9,56.9,84.0,92.4,62.4,24556.0,25.6,12.0,52 : 48,52.0
75,Pennsylvania State University,United States of America,North_America,50.4,40.8,61.9,80.5,56.2,62.3,44501.0,12.4,12.0,46 : 54,46.0
=76,University of Glasgow,United Kingdom,Europe,41.6,85.8,48.3,92.3,31.6,61.9,22616.0,16.0,29.0,57 : 43,57.0
=76,University of Helsinki,Finland,Europe,48.4,51.8,60.4,82.1,31.6,61.9,23505.0,15.1,6.0,66 : 34,66.0
78,University of Tübingen,Germany,Europe,47.0,58.2,59.8,79.3,59.2,61.7,28327.0,38.9,12.0,58 : 42,58.0
79,University of Pittsburgh,United States of America,North_America,50.6,33.9,50.3,92.3,39.3,61.5,26485.0,5.8,10.0,51 : 49,51.0
80,University of Warwick,United Kingdom,Europe,47.4,90.3,53.1,78.2,37.7,61.3,18529.0,16.6,37.0,48 : 52,48.0
81,Uppsala University,Sweden,Europe,44.1,59.6,61.0,80.9,39.5,61.3,25266.0,18.2,12.0,57 : 43,57.0
=82,University of Copenhagen,Denmark,Europe,49.8,83.3,42.7,86.2,45.0,61.0,27545.0,4.1,19.0,67 : 33,67.0
=82,University of New South Wales,Australia,Oceania,40.7,89.5,53.9,82.1,50.0,61.0,38309.0,25.9,33.0,47 : 53,47.0
84,University of Freiburg,Germany,Europe,47.4,60.3,51.1,80.5,100.0,60.7,26467.0,31.2,16.0,52 : 48,52.0
85,Seoul National University,South Korea,Asia,66.5,30.9,70.5,50.0,85.4,60.6,26389.0,13.9,10.0,,
86,University of St Andrews,United Kingdom,Europe,49.7,92.3,47.3,78.8,30.6,60.4,8338.0,12.7,47.0,56 : 44,56.0
87,Vanderbilt University,United States of America,North_America,47.8,29.1,44.2,95.7,63.2,60.1,12161.0,3.6,10.0,52 : 48,52.0
=88,Kyoto University,Japan,Asia,70.6,26.1,69.3,46.6,79.0,59.9,22809.0,5.6,7.0,,
=88,Maastricht University,Netherlands,Europe,37.5,95.5,47.7,82.7,95.4,59.9,15626.0,18.9,48.0,56 : 44,56.0
=90,Emory University,United States of America,North_America,48.3,51.0,37.1,96.7,48.9,59.7,12338.0,4.5,18.0,56 : 44,56.0
=90,Lund University,Sweden,Europe,39.7,74.1,53.6,81.3,70.4,59.7,28251.0,11.5,15.0,,
=90,Ohio State University,United States of America,North_America,51.6,53.0,46.6,83.2,53.1,59.7,51462.0,13.4,12.0,49 : 51,49.0
93,University of Exeter,United Kingdom,Europe,39.4,87.3,40.0,94.3,31.9,59.5,17755.0,18.8,28.0,54 : 46,54.0
=94,University of Bonn,Germany,Europe,45.1,63.6,47.5,85.3,,,32474.0,70.4,13.0,55 : 45,55.0
=94,Georgetown University,United States of America,North_America,54.4,52.7,39.3,82.5,80.7,58.8,15408.0,8.5,14.0,53 : 47,53.0
=94,McMaster University,Canada,North_America,39.8,76.1,44.8,84.9,88.0,58.8,23823.0,19.3,15.0,53 : 47,53.0
97,University of Sheffield,United Kingdom,Europe,42.4,81.9,48.8,80.1,43.4,58.6,23311.0,15.5,31.0,50 : 50,50.0
98,Queen Mary University of London,United Kingdom,Europe,34.1,93.5,41.3,93.3,36.8,58.5,14260.0,14.0,40.0,52 : 48,52.0
=99,University of Göttingen,Germany,Europe,49.3,56.4,54.5,72.7,31.8,58.0,25581.0,25.6,12.0,51 : 49,51.0
=99,Michigan State University,United States of America,North_America,47.3,56.4,52.6,76.8,32.2,58.0,44750.0,15.7,15.0,51 : 49,51.0
=101,University of Basel,Switzerland,Europe,39.5,94.7,33.1,88.3,99.9,57.9,12551.0,17.3,24.0,54 : 46,54.0
=101,École Polytechnique,France,Europe,53.5,92.8,44.6,64.7,82.3,57.9,2429.0,4.8,30.0,18 : 82,18.0
=101,Rice University,United States of America,North_America,37.9,66.6,35.1,99.7,41.7,57.8,6333.0,9.0,26.0,44 : 56,44.0
=104,Dartmouth College,United States of America,North_America,50.7,38.3,35.8,93.3,40.8,57.8,6178.0,6.6,16.0,47 : 53,47.0
=104,University of Zurich,Switzerland,Europe,49.5,90.4,31.5,85.4,44.0,57.8,26583.0,6.5,19.0,57 : 43,57.0
=106,Aarhus University,Denmark,Europe,36.9,76.8,50.7,79.8,68.3,57.7,23895.0,13.6,14.0,54 : 46,54.0
=106,"University of California, Irvine",United States of America,North_America,39.9,59.2,41.8,91.6,48.9,57.7,26614.0,16.1,16.0,52 : 48,52.0
=106,University of Mannheim,Germany,Europe,34.5,64.6,47.7,86.9,85.3,57.7,11761.0,85.8,15.0,55 : 45,55.0
108,University of Notre Dame,United States of America,North_America,47.6,47.6,48.1,81.7,33.7,57.6,11829.0,13.8,10.0,44 : 56,44.0
109,University of Western Australia,Australia,Oceania,33.4,92.6,46.1,83.6,64.5,57.5,20851.0,20.7,27.0,50 : 50,50.0
=110,RWTH Aachen University,Germany,Europe,49.4,54.1,56.3,63.2,98.1,57.2,37917.0,27.6,16.0,31 : 69,31.0
=110,University of Southampton,United Kingdom,Europe,39.8,88.4,43.6,82.0,37.5,57.2,20925.0,13.5,29.0,53 : 47,53.0
112,Scuola Normale Superiore di Pisa,Italy,Europe,54.2,46.3,53.1,67.2,52.0,57.1,462.0,16.5,5.0,28 : 72,28.0
=113,University of Montreal,Canada,North_America,46.3,84.2,45.5,69.6,92.6,57.0,38264.0,20.3,25.0,57 : 43,57.0
=113,Pierre and Marie Curie University,France,Europe,52.8,74.1,32.7,82.9,37.4,57.0,27862.0,8.7,18.0,48 : 52,48.0
=113,Purdue University,United States of America,North_America,50.2,66.4,57.7,63.2,,,39256.0,18.1,22.0,42 : 58,42.0
116,Pohang University of Science and Technology,South Korea,Asia,49.1,33.7,47.1,76.7,100.0,56.9,3055.0,10.1,4.0,20 : 80,20.0
117,"University of Maryland, College Park",United States of America,North_America,45.0,43.5,42.1,88.2,32.3,56.7,31331.0,8.4,9.0,48 : 52,48.0
118,Ghent University,Belgium,Europe,42.1,54.2,54.5,71.2,88.3,56.6,32166.0,34.1,9.0,57 : 43,57.0
119,University of Birmingham,United Kingdom,Europe,39.4,82.0,41.8,82.7,34.7,56.2,25295.0,16.4,23.0,54 : 46,54.0
=120,University of Bern,Switzerland,Europe,40.0,83.7,42.5,76.6,82.9,56.1,14708.0,22.5,14.0,54 : 46,54.0
=120,University of Cape Town,South Africa,Africa,34.9,80.2,38.7,85.6,92.7,56.1,20040.0,12.1,18.0,53 : 47,53.0
=120,University of Florida,United States of America,North_America,51.8,33.3,56.8,67.7,,,50095.0,18.7,9.0,54 : 46,54.0
=123,University of Erlangen-Nuremberg,Germany,Europe,51.7,47.0,39.7,75.2,99.4,56.0,36146.0,53.9,9.0,49 : 51,49.0
=123,"Rutgers, the State University of New Jersey",United States of America,North_America,43.9,34.7,55.7,75.4,35.9,56.0,37032.0,17.3,8.0,51 : 49,51.0
=125,University of Münster,Germany,Europe,40.3,46.3,44.1,85.6,58.2,55.9,39838.0,46.1,8.0,53 : 47,53.0
=125,Radboud University Nijmegen,Netherlands,Europe,34.3,60.9,48.5,84.9,39.2,55.9,17713.0,13.0,10.0,58 : 42,58.0
=127,University of Colorado Boulder,United States of America,North_America,39.7,36.6,37.6,96.4,35.7,55.7,29325.0,16.1,8.0,45 : 55,45.0
=127,Tufts University,United States of America,North_America,45.2,49.4,33.3,90.1,60.7,55.8,10410.0,10.0,14.0,54 : 46,54.0
129,"Royal Holloway, University of London",United Kingdom,Europe,35.1,92.7,33.2,91.2,34.4,55.7,8747.0,15.9,37.0,57 : 43,57.0
130,Lancaster University,United Kingdom,Europe,34.0,87.0,41.4,85.3,33.6,55.6,11512.0,14.9,33.0,52 : 48,52.0
=131,University of Geneva,Switzerland,Europe,34.9,98.5,40.5,78.5,72.4,55.4,15668.0,15.0,39.0,61 : 39,61.0
=131,University of York,United Kingdom,Europe,41.9,83.5,46.3,73.1,31.1,55.4,,,,,
=133,Case Western Reserve University,United States of America,North_America,46.1,40.5,33.2,92.0,34.1,55.3,9259.0,6.4,17.0,48 : 52,48.0
=133,University of Leeds,United Kingdom,Europe,43.7,77.4,39.0,79.2,36.7,55.3,27703.0,14.7,21.0,58 : 42,58.0
135,University of Oslo,Norway,Europe,43.3,68.2,44.7,75.5,38.3,55.1,27139.0,18.8,18.0,,
136,Stockholm University,Sweden,Europe,34.1,48.5,51.2,82.5,31.1,54.8,31715.0,23.7,8.0,62 : 38,62.0
137,University of Alberta,Canada,North_America,46.4,80.7,48.1,63.6,47.4,54.7,36299.0,21.6,23.0,55 : 45,55.0
=138,Chinese University of Hong Kong,Hong Kong,Asia,41.5,81.1,48.5,68.4,37.5,54.5,17916.0,10.2,22.0,53 : 47,53.0
=138,Karlsruhe Institute of Technology,Germany,Europe,37.7,56.7,47.5,73.8,99.5,54.4,25294.0,24.6,16.0,26 : 74,26.0
140,University of Sussex,United Kingdom,Europe,33.4,88.3,37.2,86.1,30.6,54.4,12001.0,17.4,35.0,54 : 46,54.0
141,University of Massachusetts,United States of America,North_America,40.2,48.9,36.3,88.1,52.2,54.4,56959.0,13.0,11.0,49 : 51,49.0
142,University of Vienna,Austria,Europe,40.8,92.6,50.5,63.6,30.2,54.2,34651.0,20.5,25.0,67 : 33,67.0
143,University of Nottingham,United Kingdom,Europe,40.3,80.6,39.0,77.5,39.8,54.1,30144.0,15.0,27.0,54 : 46,54.0
=144,"University of California, Santa Cruz",United States of America,North_America,31.1,45.6,34.2,99.9,36.1,53.9,17404.0,22.7,1.0,53 : 47,53.0
=144,University of Lausanne,Switzerland,Europe,30.9,89.2,45.6,76.2,56.0,53.9,11964.0,13.1,22.0,,
146,Autonomous University of Barcelona,Spain,Europe,40.3,50.3,40.0,83.8,34.9,53.9,30538.0,12.3,10.0,59 : 41,59.0
147,University of Virginia,United States of America,North_America,38.8,43.4,37.5,87.3,37.9,53.3,23845.0,10.2,12.0,52 : 48,52.0
148,Korea Advanced Institute of Science and Technology (KAIST),South Korea,Asia,43.3,33.9,40.5,75.9,100.0,53.0,9027.0,10.0,9.0,20 : 80,20.0
=149,University of Adelaide,Australia,Oceania,32.8,85.1,43.2,72.4,79.3,52.9,20771.0,30.1,26.0,48 : 52,48.0
=149,University of East Anglia,United Kingdom,Europe,31.9,83.5,28.7,92.7,28.5,53.0,14992.0,14.7,28.0,58 : 42,58.0
=149,University of Twente,Netherlands,Europe,34.1,80.1,45.6,68.8,91.2,52.8,6631.0,12.0,26.0,37 : 63,37.0
153,Sungkyunkwan University (SKKU),South Korea,Asia,51.4,36.7,53.5,53.8,97.5,52.8,24365.0,20.3,9.0,39 : 61,39.0
154,VU University Amsterdam,Netherlands,Europe,28.4,54.9,37.1,90.7,60.1,52.5,23280.0,16.3,6.0,56 : 44,56.0
155,KTH Royal Institute of Technology,Sweden,Europe,39.0,84.4,44.3,63.9,78.1,52.4,12062.0,14.6,21.0,30 : 70,30.0
156,University of Cologne,Germany,Europe,42.2,53.1,38.0,75.0,68.5,52.3,43280.0,43.4,11.0,60 : 40,60.0
157,University of Liverpool,United Kingdom,Europe,32.8,85.4,30.9,85.9,36.6,52.2,18815.0,13.6,30.0,52 : 48,52.0
